"Dyntaxa-ID";"Svenskt namn";"Habitat";"Region(er)"
"2666";"grov fjädermossa";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"2666";"grov fjädermossa";"9180 Ädellövskog i branter";"Boreal region (BOR); Kontinental region (CON)"
"2666";"grov fjädermossa";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"2668";"trubbfjädermossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"2668";"trubbfjädermossa";"9750 Svämlövskog";"Boreal region (BOR)"
"2668";"trubbfjädermossa";"9020 Nordlig ädellövskog";"Boreal region (BOR)"
"2668";"trubbfjädermossa";"9110 Näringsfattig bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2668";"trubbfjädermossa";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2668";"trubbfjädermossa";"9760 Svämädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"1079";"aspfjädermossa";"9010 Taiga";"Boreal region (BOR)"
"1080";"bokfjädermossa";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"1080";"bokfjädermossa";"9110 Näringsfattig bokskog";"Boreal region (BOR); Kontinental region (CON)"
"1080";"bokfjädermossa";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"1080";"bokfjädermossa";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"1080";"bokfjädermossa";"9180 Ädellövskog i branter";"Boreal region (BOR); Kontinental region (CON)"
"1080";"bokfjädermossa";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"2675";"piskbaronmossa";"9750 Svämlövskog";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2675";"piskbaronmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"2675";"piskbaronmossa";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"2675";"piskbaronmossa";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2675";"piskbaronmossa";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"2675";"piskbaronmossa";"9180 Ädellövskog i branter";"Boreal region (BOR); Kontinental region (CON)"
"2818";"stubbspretmossa";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"771";"platt spretmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"771";"platt spretmossa";"9750 Svämlövskog";"Boreal region (BOR)"
"1246";"alsidenmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"1246";"alsidenmossa";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"2806";"ruggmossa";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"2806";"ruggmossa";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"2681";"gruskammossa";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"2682";"kärrkammossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR)"
"2682";"kärrkammossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2682";"kärrkammossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"210";"grön sköldmossa";"9010 Taiga";"Boreal region (BOR); Kontinental region (CON)"
"210";"grön sköldmossa";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"2114";"källjordmossa";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR)"
"2163";"tät kvastmossa";"7320 Palsmyrar";"Alpin region (ALP)"
"2170";"flagellkvastmossa";"9010 Taiga";"Boreal region (BOR); Kontinental region (CON)"
"2170";"flagellkvastmossa";"9740 Skogsbevuxen myr";"Boreal region (BOR)"
"2166";"skör kvastmossa";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"536";"sydlig kvastmossa";"9130 Näringsrik bokskog";"Kontinental region (CON)"
"540";"barkkvastmossa";"9760 Svämädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"535";"skuggmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"2180";"blåmossa";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"2180";"blåmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"2180";"blåmossa";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"1762";"alvargrimmia";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"2522";"sandraggmossa";"2130 Grå dyner";"Boreal region (BOR); Kontinental region (CON)"
"2525";"spärraggmossa";"2130 Grå dyner";"Boreal region (BOR); Kontinental region (CON)"
"2524";"fjäderraggmossa";"2130 Grå dyner";"Boreal region (BOR); Kontinental region (CON)"
"2521";"grå raggmossa";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"344";"forsmossa";"9760 Svämädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"2208";"sandskruvmossa";"2130 Grå dyner";"Boreal region (BOR); Kontinental region (CON)"
"2083";"styv kalkmossa";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"2433";"oval klockmossa";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"2435";"slät klockmossa";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"2880";"rostvitmossa";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"2880";"rostvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2880";"rostvitmossa";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2880";"rostvitmossa";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2875";"rubinvitmossa";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2875";"rubinvitmossa";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2875";"rubinvitmossa";"7140 Öppna mossar och kärr";"Boreal region (BOR); Kontinental region (CON)"
"2879";"brun glansvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR)"
"2878";"röd glansvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2878";"röd glansvitmossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2873";"purpurvitmossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2867";"blek vitmossa";"7310 Aapamyrar";"Boreal region (BOR)"
"2869";"bollvitmossa";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"2869";"bollvitmossa";"9740 Skogsbevuxen myr";"Alpin region (ALP); Boreal region (BOR)"
"2894";"knoppvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2894";"knoppvitmossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2882";"flaggvitmossa";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"2882";"flaggvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2882";"flaggvitmossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2882";"flaggvitmossa";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2882";"flaggvitmossa";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2886";"flytvitmossa";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2886";"flytvitmossa";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2886";"flytvitmossa";"7140 Öppna mossar och kärr";"Boreal region (BOR); Kontinental region (CON)"
"2884";"piskvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR)"
"2893";"björnvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR)"
"2885";"rufsvitmossa";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"2885";"rufsvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2885";"rufsvitmossa";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2885";"rufsvitmossa";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2888";"drågvitmossa";"7140 Öppna mossar och kärr";"Boreal region (BOR); Kontinental region (CON)"
"2888";"drågvitmossa";"7310 Aapamyrar";"Boreal region (BOR)"
"2892";"klyvbladsvitmossa";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2892";"klyvbladsvitmossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"2881";"ullvitmossa";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"2881";"ullvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2881";"ullvitmossa";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2881";"ullvitmossa";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2861";"mellanvitmossa";"7140 Öppna mossar och kärr";"Boreal region (BOR); Kontinental region (CON)"
"2862";"snärjvitmossa";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2862";"snärjvitmossa";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2862";"snärjvitmossa";"7140 Öppna mossar och kärr";"Boreal region (BOR); Kontinental region (CON)"
"2863";"sotvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2866";"praktvitmossa";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"2866";"praktvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2866";"praktvitmossa";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2866";"praktvitmossa";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"2898";"krokvitmossa";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2898";"krokvitmossa";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"53";"vedtrappmossa";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2590";"kornknutmossa";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2590";"kornknutmossa";"9740 Skogsbevuxen myr";"Boreal region (BOR)"
"2263";"vanlig krusflikmossa";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"2263";"vanlig krusflikmossa";"6150 Alpina silikatgräsmarker";"Alpin region (ALP)"
"216488";"tjockflikmossa";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"216488";"tjockflikmossa";"6150 Alpina silikatgräsmarker";"Alpin region (ALP)"
"1453";"rikkärrsskapania";"9760 Svämädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"2519";"purpurskapania";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2563";"terpentinmossa";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"2563";"terpentinmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"2563";"terpentinmossa";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"2234";"praktflikmossa";"7220 Kalktuffkällor";"Alpin region (ALP); Boreal region (BOR)"
"2234";"praktflikmossa";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR)"
"2326";"vanlig rörsvepemossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"2326";"vanlig rörsvepemossa";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"1590";"dunmossa";"7160 Källor och källkärr";"Boreal region (BOR)"
"1590";"dunmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"1590";"dunmossa";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"2606";"klippfrullania";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"2606";"klippfrullania";"9110 Näringsfattig bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2606";"klippfrullania";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2606";"klippfrullania";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"2606";"klippfrullania";"9180 Ädellövskog i branter";"Boreal region (BOR)"
"2606";"klippfrullania";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"2607";"späd frullania";"9110 Näringsfattig bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2607";"späd frullania";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2609";"blåsfliksmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"2604";"trädporella";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"2604";"trädporella";"9110 Näringsfattig bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2604";"trädporella";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2604";"trädporella";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"2604";"trädporella";"9180 Ädellövskog i branter";"Boreal region (BOR); Kontinental region (CON)"
"2604";"trädporella";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"2605";"stenporella";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"2613";"fetbålmossa";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"1041";"kornbandmossa";"9110 Näringsfattig bokskog";"Boreal region (BOR); Kontinental region (CON)"
"2622";"kärrmörkia";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"233220";"slät rutlungmossa";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"233220";"slät rutlungmossa";"9750 Svämlövskog";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"233220";"slät rutlungmossa";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"233220";"slät rutlungmossa";"9760 Svämädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"233219";"vågig rutlungmossa";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"233219";"vågig rutlungmossa";"9760 Svämädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"2641";"vattenstjärna";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"2645";"gaffelmossa";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"1895";"strandlummer";"4010 Fukthedar";"Boreal region (BOR); Kontinental region (CON)"
"221946";"mattlummer";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221941";"plattlummer";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221941";"plattlummer";"2320 Rissandhedar";"Boreal region (BOR); Kontinental region (CON)"
"552";"cypresslummer";"5130 Enbuskmarker";"Boreal region (BOR); Kontinental region (CON)"
"220532";"vekt braxengräs";"3130 Ävjestrandsjöar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220532";"vekt braxengräs";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR); Kontinental region (CON)"
"220532";"vekt braxengräs";"1140 Blottade ler- och sandbottnar";"Baltisk marin region (MBAL)"
"221590";"styvt braxengräs";"3130 Ävjestrandsjöar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221590";"styvt braxengräs";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR); Kontinental region (CON)"
"221590";"styvt braxengräs";"1140 Blottade ler- och sandbottnar";"Baltisk marin region (MBAL)"
"221590";"styvt braxengräs";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
"223414";"dvärglummer";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"223414";"dvärglummer";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"223414";"dvärglummer";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"223414";"dvärglummer";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"223414";"dvärglummer";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"223414";"dvärglummer";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"221059";"sjöfräken";"6450 Svämängar";"Alpin region (ALP); Boreal region (BOR)"
"221063";"trådfräken";"3220 Alpina vattendrag";"Alpin region (ALP); Boreal region (BOR)"
"164";"nordlåsbräken";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"164";"nordlåsbräken";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"222112";"månlåsbräken";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"222112";"månlåsbräken";"6230 Stagg-gräsmarker";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222112";"månlåsbräken";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"222112";"månlåsbräken";"9070 Trädklädd betesmark";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222112";"månlåsbräken";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"222112";"månlåsbräken";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"222112";"månlåsbräken";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"222112";"månlåsbräken";"6530 Lövängar";"Boreal region (BOR)"
"222112";"månlåsbräken";"8230 Hällmarkstorräng";"Boreal region (BOR); Kontinental region (CON)"
"165";"topplåsbräken";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"165";"topplåsbräken";"6210 Kalkgräsmarker";"Boreal region (BOR)"
"166";"rutlåsbräken";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"166";"rutlåsbräken";"6530 Lövängar";"Boreal region (BOR)"
"167";"höstlåsbräken";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"167";"höstlåsbräken";"4030 Torra hedar";"Boreal region (BOR)"
"220261";"ormtunga";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"220261";"ormtunga";"2190 Dynvåtmarker";"Boreal region (BOR); Kontinental region (CON)"
"220261";"ormtunga";"6410 Fuktängar";"Boreal region (BOR); Kontinental region (CON)"
"222593";"safsa";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"222593";"safsa";"9760 Svämädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"1241";"klotgräs";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR); Kontinental region (CON)"
"1241";"klotgräs";"3130 Ävjestrandsjöar";"Boreal region (BOR); Kontinental region (CON)"
"221514";"krusbräken";"8110 Silikatrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"222740";"stenbräken";"8110 Silikatrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"222741";"finbräken";"9040 Fjällbjörkskog";"Alpin region (ALP)"
"222741";"finbräken";"9050 Näringsrik granskog";"Boreal region (BOR)"
"219815";"ekbräken";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"744";"kalkbräken";"8240 Karsthällmarker";"Boreal region (BOR); Kontinental region (CON)"
"222730";"murruta";"8210 Kalkbranter";"Alpin region (ALP); Boreal region (BOR)"
"222730";"murruta";"8240 Karsthällmarker";"Boreal region (BOR); Kontinental region (CON)"
"222732";"gaffelbräken";"8220 Silikatbranter";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222733";"svartbräken";"8210 Kalkbranter";"Alpin region (ALP); Boreal region (BOR)"
"224868";"kalksvartbräken";"8240 Karsthällmarker";"Boreal region (BOR); Kontinental region (CON)"
"222734";"grönbräken";"8210 Kalkbranter";"Alpin region (ALP); Boreal region (BOR)"
"223358";"hultbräken";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"222762";"kärrbräken";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"222764";"dvärghällebräken";"8210 Kalkbranter";"Alpin region (ALP); Boreal region (BOR)"
"222765";"hällebräken";"8210 Kalkbranter";"Alpin region (ALP); Boreal region (BOR)"
"222765";"hällebräken";"8220 Silikatbranter";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220250";"strutbräken";"6430 Högörtängar";"Alpin region (ALP); Boreal region (BOR)"
"220250";"strutbräken";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"220250";"strutbräken";"9750 Svämlövskog";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220250";"strutbräken";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"220250";"strutbräken";"9760 Svämädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"220686";"kambräken";"9040 Fjällbjörkskog";"Alpin region (ALP)"
"220686";"kambräken";"7160 Källor och källkärr";"Boreal region (BOR); Kontinental region (CON)"
"222736";"majbräken";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"222736";"majbräken";"9750 Svämlövskog";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220007";"missne";"9750 Svämlövskog";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220007";"missne";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"220007";"missne";"9760 Svämädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"219572";"korsandmat";"1150 Laguner";"Boreal region (BOR)"
"219572";"korsandmat";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"219572";"korsandmat";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
"219572";"korsandmat";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"219609";"stor andmat";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"221930";"kärrlilja";"7220 Kalktuffkällor";"Boreal region (BOR)"
"221931";"björnbrodd";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR)"
"221931";"björnbrodd";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"219647";"blomvass";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"220991";"dyblad";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"219579";"havsnajas";"1150 Laguner";"Boreal region (BOR); Kontinental region (CON)"
"219579";"havsnajas";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"219579";"havsnajas";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR)"
"219579";"havsnajas";"3140 Kransalgssjöar";"Boreal region (BOR)"
"219579";"havsnajas";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219579";"havsnajas";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"219611";"vattenaloe";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"219607";"kallgräs";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"219607";"kallgräs";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"219607";"kallgräs";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"219607";"kallgräs";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"219607";"kallgräs";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"219612";"havssälting";"1310 Glasörtstränder";"Boreal region (BOR); Kontinental region (CON)"
"219612";"havssälting";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"219613";"kärrsälting";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"219613";"kärrsälting";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"219616";"ålgräs";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"219616";"ålgräs";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219616";"ålgräs";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219616";"ålgräs";"1140 Blottade ler- och sandbottnar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219616";"ålgräs";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"1683";"dvärgålgräs";"1110 Sandbankar";"Atlantisk marin region (MATL)"
"1683";"dvärgålgräs";"1140 Blottade ler- och sandbottnar";"Atlantisk marin region (MATL)"
"1683";"dvärgålgräs";"1160 Vikar och sund";"Atlantisk marin region (MATL)"
"1903";"bandnate";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"1904";"uddnate";"1150 Laguner";"Boreal region (BOR)"
"1904";"uddnate";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"219591";"grovnate";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"219593";"trubbnate";"1150 Laguner";"Boreal region (BOR)"
"219593";"trubbnate";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"219595";"ålnate";"1150 Laguner";"Boreal region (BOR)"
"219595";"ålnate";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"219595";"ålnate";"1620 Skär i Östersjön";"Boreal region (BOR)"
"219595";"ålnate";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
"219595";"ålnate";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"219598";"spädnate";"1150 Laguner";"Boreal region (BOR)"
"219598";"spädnate";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"219598";"spädnate";"1620 Skär i Östersjön";"Boreal region (BOR)"
"219598";"spädnate";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
"1283";"styvnate";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR)"
"1283";"styvnate";"3140 Kransalgssjöar";"Boreal region (BOR); Kontinental region (CON)"
"219588";"trådnate";"3110 Näringsfattiga slättsjöar";"Alpin region (ALP); Boreal region (BOR)"
"219588";"trådnate";"3140 Kransalgssjöar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"219588";"trådnate";"1150 Laguner";"Boreal region (BOR); Kontinental region (CON)"
"219588";"trådnate";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219588";"trådnate";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219588";"trådnate";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219588";"trådnate";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"219594";"borstnate";"1150 Laguner";"Boreal region (BOR)"
"219594";"borstnate";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"219594";"borstnate";"1620 Skär i Östersjön";"Boreal region (BOR)"
"219594";"borstnate";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219594";"borstnate";"1110 Sandbankar";"Baltisk marin region (MBAL)"
"219594";"borstnate";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
